[2023-02-20T03:24:32.894708+01:00] Akmalmp\BelajarPhpMvc\HandlerTest.DEBUG: This is debug [] []
[2023-02-20T06:40:45.680517+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5755 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680565+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5756 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680612+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5757 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680659+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5758 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680706+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5759 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680754+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5760 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680801+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5761 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680847+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5762 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680894+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5763 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680940+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5764 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.680987+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5765 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681035+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5766 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681082+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5767 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681129+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5768 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681178+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5769 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681228+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5770 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681276+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5771 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681631+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5772 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681728+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5773 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681795+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5774 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681858+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5775 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681928+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5776 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.681976+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5777 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682022+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5778 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682068+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5779 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682114+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5780 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682159+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5781 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682204+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5782 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682249+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5783 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682294+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5784 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682340+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5785 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682394+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5786 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682440+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5787 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682490+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5788 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682537+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5789 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682589+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5790 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682634+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5791 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682680+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5792 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682725+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5793 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682771+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5794 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682816+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5795 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682861+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5796 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682906+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5797 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682952+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5798 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.682998+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5799 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683043+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5800 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683092+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5801 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683138+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5802 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683183+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5803 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683228+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5804 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683273+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5805 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683320+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5806 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683367+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5807 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683412+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5808 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683458+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5809 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683503+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5810 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683548+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5811 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683593+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5812 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683638+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5813 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683683+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5814 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683729+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5815 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683775+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5816 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683820+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5817 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683866+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5818 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683912+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5819 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.683957+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5820 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684002+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5821 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684047+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5822 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684092+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5823 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684137+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5824 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684183+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5825 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684230+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5826 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684275+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5827 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684320+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5828 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684366+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5829 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684411+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5830 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684456+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5831 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684501+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5832 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684547+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5833 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684592+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5834 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.684637+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5835 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685203+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5836 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685295+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5837 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685360+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5838 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685420+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5839 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685479+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5840 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685538+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5841 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685595+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5842 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685656+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5843 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685716+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5844 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685773+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5845 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685830+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5846 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685888+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5847 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.685944+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5848 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686001+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5849 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686059+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5850 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686113+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5851 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686172+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5852 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686229+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5853 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686285+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5854 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686341+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5855 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686398+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5856 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686455+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5857 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686511+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5858 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.686568+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-5859 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
